,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
10,"x: 300.36462
y: 379.99042
z: -1.1184407
visibility: 0.9997788
","x: 312.8664
y: 326.06738
z: -1.0184441
visibility: 0.9997566
","x: 323.78043
y: 323.60754
z: -1.0188448
visibility: 0.9997446
","x: 332.62375
y: 322.0651
z: -1.0182793
visibility: 0.9997267
","x: 276.75742
y: 340.65973
z: -1.0073959
visibility: 0.99972606
","x: 265.34198
y: 346.33588
z: -1.0065739
visibility: 0.99969417
","x: 256.60425
y: 351.6541
z: -1.007018
visibility: 0.9996967
","x: 350.8769
y: 341.6444
z: -0.49831948
visibility: 0.99978733
","x: 250.53145
y: 380.57065
z: -0.4109214
visibility: 0.9997694
","x: 329.21472
y: 428.83112
z: -0.9306939
visibility: 0.9997337
","x: 285.84802
y: 442.56482
z: -0.90957946
visibility: 0.9997564
","x: 458.21634
y: 611.43427
z: -0.3579226
visibility: 0.98523265
","x: 206.41154
y: 641.55164
z: -0.22778797
visibility: 0.9901786
","x: 517.5643
y: 876.48804
z: -1.0576471
visibility: 0.36332282
","x: 172.87416
y: 998.0647
z: -0.937827
visibility: 0.3552349
","x: 389.54416
y: 709.3297
z: -1.5787183
visibility: 0.6969317
","x: 271.40295
y: 920.58606
z: -1.9625568
visibility: 0.24106368
","x: 359.50085
y: 683.4905
z: -1.722388
visibility: 0.63283503
","x: 294.57922
y: 930.50085
z: -2.16024
visibility: 0.24922594
","x: 347.89227
y: 643.5078
z: -1.6300375
visibility: 0.67627305
","x: 306.1858
y: 736.2578
z: -2.0986142
visibility: 0.3132132
","x: 354.27362
y: 639.01654
z: -1.5458152
visibility: 0.66403407
","x: 304.01752
y: 726.00854
z: -1.9711485
visibility: 0.29493073
","x: 440.65228
y: 1232.0176
z: -0.10551278
visibility: 0.004213401
","x: 259.2443
y: 1251.0289
z: 0.112392426
visibility: 0.0034426956
","x: 458.67984
y: 1719.6986
z: -0.26246974
visibility: 0.0009062367
","x: 296.6208
y: 1731.1565
z: -0.049165297
visibility: 0.00071747805
","x: 478.24408
y: 2161.257
z: 0.3447917
visibility: 6.508904e-05
","x: 318.0149
y: 2184.589
z: 0.27997026
visibility: 1.4639673e-05
","x: 484.70633
y: 2227.4392
z: 0.3532359
visibility: 5.3706837e-05
","x: 317.70178
y: 2258.1245
z: 0.28368503
visibility: 3.8375754e-05
","x: 456.31464
y: 2309.9905
z: -0.49789587
visibility: 0.00013322855
","x: 345.04956
y: 2319.6782
z: -0.57584083
visibility: 0.00019523289
"
11,"x: 301.44528
y: 379.65265
z: -1.1372373
visibility: 0.9997942
","x: 313.95636
y: 325.86258
z: -1.0340183
visibility: 0.9997729
","x: 324.84058
y: 323.39703
z: -1.0343997
visibility: 0.9997622
","x: 333.6095
y: 321.86945
z: -1.0337528
visibility: 0.99974406
","x: 277.74088
y: 340.34543
z: -1.0233179
visibility: 0.9997444
","x: 266.23016
y: 346.03986
z: -1.0224491
visibility: 0.99971586
","x: 257.32812
y: 351.45767
z: -1.0228286
visibility: 0.99971724
","x: 351.73605
y: 341.57355
z: -0.5005647
visibility: 0.9998019
","x: 250.85764
y: 380.62073
z: -0.4178719
visibility: 0.9997838
","x: 330.10742
y: 428.41702
z: -0.94776535
visibility: 0.99974734
","x: 286.52017
y: 442.24942
z: -0.9274581
visibility: 0.9997677
","x: 459.30292
y: 612.8817
z: -0.3611177
visibility: 0.9848571
","x: 206.36157
y: 642.102
z: -0.24483852
visibility: 0.98978686
","x: 519.7212
y: 876.9364
z: -1.0536692
visibility: 0.35525098
","x: 171.51779
y: 998.1174
z: -0.9843998
visibility: 0.36722937
","x: 390.63776
y: 710.1794
z: -1.5960448
visibility: 0.6997107
","x: 271.50305
y: 908.21783
z: -2.0687904
visibility: 0.2565996
","x: 362.06793
y: 684.89014
z: -1.7298496
visibility: 0.634146
","x: 296.36423
y: 910.5659
z: -2.2751834
visibility: 0.26091075
","x: 349.71613
y: 643.3868
z: -1.6420705
visibility: 0.67701256
","x: 311.9244
y: 724.96796
z: -2.2088091
visibility: 0.32525948
","x: 355.85236
y: 639.0242
z: -1.5595249
visibility: 0.6653544
","x: 308.0327
y: 718.5576
z: -2.0766447
visibility: 0.30578166
","x: 441.12085
y: 1232.6075
z: -0.109665416
visibility: 0.00411141
","x: 259.697
y: 1251.76
z: 0.116537094
visibility: 0.0033597904
","x: 459.00656
y: 1722.1527
z: -0.23871274
visibility: 0.00092806586
","x: 296.70627
y: 1737.0533
z: 0.11542924
visibility: 0.00074774446
","x: 478.8121
y: 2163.7385
z: 0.4873148
visibility: 6.5209184e-05
","x: 318.53616
y: 2186.8564
z: 0.56777084
visibility: 1.4688428e-05
","x: 485.11407
y: 2230.5493
z: 0.504228
visibility: 5.320601e-05
","x: 317.8899
y: 2259.4146
z: 0.5856
visibility: 3.819879e-05
","x: 456.9831
y: 2310.926
z: -0.35490602
visibility: 0.00013234049
","x: 345.57672
y: 2323.168
z: -0.26523942
visibility: 0.00019636234
"
12,"x: 301.8455
y: 379.3131
z: -1.1325923
visibility: 0.9998088
","x: 314.4611
y: 325.18665
z: -1.0327606
visibility: 0.9997876
","x: 325.43735
y: 322.3767
z: -1.0331843
visibility: 0.99977845
","x: 334.12915
y: 320.64468
z: -1.0325915
visibility: 0.9997599
","x: 278.2113
y: 340.18478
z: -1.0176002
visibility: 0.99976116
","x: 266.6654
y: 345.95862
z: -1.0167258
visibility: 0.99973613
","x: 257.7391
y: 351.41934
z: -1.0171034
visibility: 0.9997355
","x: 353.85367
y: 340.22812
z: -0.52449304
visibility: 0.9998141
","x: 251.39972
y: 380.6345
z: -0.41993564
visibility: 0.9997984
","x: 331.10028
y: 428.0794
z: -0.94879234
visibility: 0.9997619
","x: 287.45898
y: 442.1196
z: -0.9269353
visibility: 0.9997808
","x: 465.1497
y: 612.29724
z: -0.41580215
visibility: 0.98516595
","x: 206.86656
y: 648.225
z: -0.22668724
visibility: 0.9899861
","x: 527.84875
y: 880.3865
z: -1.1274831
visibility: 0.3560413
","x: 174.46324
y: 1006.4942
z: -0.5925118
visibility: 0.3524852
","x: 392.47086
y: 710.9729
z: -1.7534548
visibility: 0.7004001
","x: 270.86624
y: 1125.3792
z: -1.4298558
visibility: 0.23870622
","x: 362.50735
y: 693.0755
z: -1.9152453
visibility: 0.63236296
","x: 292.72662
y: 1205.7616
z: -1.5778961
visibility: 0.24433872
","x: 351.11227
y: 646.8548
z: -1.7889891
visibility: 0.6760194
","x: 308.77432
y: 1154.8158
z: -1.5818236
visibility: 0.30657977
","x: 358.23102
y: 640.1539
z: -1.725097
visibility: 0.66382694
","x: 304.47763
y: 1124.5151
z: -1.459661
visibility: 0.28886166
","x: 447.55865
y: 1235.5116
z: -0.13070829
visibility: 0.0041410243
","x: 266.43387
y: 1257.9714
z: 0.13729782
visibility: 0.0033517685
","x: 469.92416
y: 1726.6807
z: -0.25736368
visibility: 0.00093272346
","x: 305.03882
y: 1747.3479
z: 0.23850513
visibility: 0.0007296237
","x: 493.30038
y: 2167.4746
z: 0.46388397
visibility: 6.708486e-05
","x: 329.37207
y: 2191.5986
z: 0.6925142
visibility: 1.5295114e-05
","x: 502.5182
y: 2234.5383
z: 0.48818237
visibility: 5.3761923e-05
","x: 329.91046
y: 2263.996
z: 0.7126839
visibility: 4.124867e-05
","x: 467.3436
y: 2316.6035
z: -0.33238333
visibility: 0.00013658282
","x: 359.88217
y: 2328.5374
z: -0.07792873
visibility: 0.00020608972
"
13,"x: 301.73285
y: 379.37567
z: -1.1785648
visibility: 0.9998247
","x: 314.34256
y: 325.2322
z: -1.085969
visibility: 0.99980485
","x: 325.4262
y: 322.45398
z: -1.0863649
visibility: 0.9997964
","x: 334.1132
y: 320.73846
z: -1.0858922
visibility: 0.9997789
","x: 278.15848
y: 340.188
z: -1.064862
visibility: 0.9997804
","x: 266.66428
y: 345.95798
z: -1.0638058
visibility: 0.9997575
","x: 257.82532
y: 351.41748
z: -1.0640968
visibility: 0.99975604
","x: 353.96103
y: 340.4233
z: -0.57781184
visibility: 0.9998289
","x: 251.70642
y: 380.73236
z: -0.44950962
visibility: 0.9998139
","x: 331.08752
y: 428.2283
z: -0.99678355
visibility: 0.999781
","x: 287.38837
y: 442.15515
z: -0.9650075
visibility: 0.99979734
","x: 466.38342
y: 611.96124
z: -0.44119072
visibility: 0.9858686
","x: 213.38196
y: 649.5995
z: -0.21674256
visibility: 0.99033386
","x: 530.4878
y: 889.8342
z: -1.1461514
visibility: 0.36009243
","x: 180.78102
y: 1013.18835
z: -0.59311366
visibility: 0.33498523
","x: 394.83224
y: 752.731
z: -1.8561376
visibility: 0.7028273
","x: 267.0404
y: 1129.4811
z: -1.5586828
visibility: 0.22564714
","x: 365.83264
y: 728.71124
z: -2.042783
visibility: 0.6354417
","x: 283.10178
y: 1202.6698
z: -1.7364391
visibility: 0.23455067
","x: 351.35455
y: 658.78
z: -1.927676
visibility: 0.679875
","x: 298.95004
y: 1151.4045
z: -1.7421271
visibility: 0.29653975
","x: 358.53314
y: 647.87976
z: -1.8377798
visibility: 0.6667434
","x: 296.30795
y: 1124.6038
z: -1.5942253
visibility: 0.27989188
","x: 448.514
y: 1239.835
z: -0.15128456
visibility: 0.0039922143
","x: 267.35776
y: 1262.4025
z: 0.158117
visibility: 0.0032166888
","x: 470.27838
y: 1734.876
z: -0.2391711
visibility: 0.0008948396
","x: 306.61087
y: 1761.7438
z: 0.33153456
visibility: 0.00068980514
","x: 494.28113
y: 2175.5146
z: 0.54365575
visibility: 6.549977e-05
","x: 332.06357
y: 2201.8584
z: 0.8876015
visibility: 1.4819165e-05
","x: 504.49283
y: 2242.8342
z: 0.57543623
visibility: 5.1604988e-05
","x: 333.11838
y: 2272.6562
z: 0.91931933
visibility: 4.0332947e-05
","x: 467.52155
y: 2323.1277
z: -0.251498
visibility: 0.00013385725
","x: 361.35742
y: 2340.383
z: 0.092568785
visibility: 0.00020319843
"
14,"x: 301.99567
y: 379.3613
z: -1.2177538
visibility: 0.99983793
","x: 314.70572
y: 325.24738
z: -1.1222352
visibility: 0.99982035
","x: 325.83154
y: 322.50775
z: -1.1225027
visibility: 0.9998117
","x: 334.51865
y: 320.84406
z: -1.1222811
visibility: 0.999796
","x: 278.38358
y: 340.1455
z: -1.1144924
visibility: 0.99979794
","x: 266.8857
y: 345.91385
z: -1.1133081
visibility: 0.9997761
","x: 258.0968
y: 351.35815
z: -1.1134622
visibility: 0.9997748
","x: 354.34753
y: 340.87543
z: -0.5849604
visibility: 0.9998415
","x: 251.95993
y: 380.741
z: -0.514513
visibility: 0.9998272
","x: 331.25644
y: 428.3026
z: -1.0247194
visibility: 0.99979645
","x: 287.4011
y: 442.1515
z: -1.0078399
visibility: 0.99981093
","x: 464.38724
y: 613.0426
z: -0.43876448
visibility: 0.98579246
","x: 213.09512
y: 649.9331
z: -0.29161677
visibility: 0.9899938
","x: 525.5989
y: 893.2737
z: -1.1278921
visibility: 0.3436581
","x: 186.661
y: 1019.31757
z: -0.84202987
visibility: 0.32074288
","x: 394.8439
y: 736.83704
z: -1.7879238
visibility: 0.68474686
","x: 267.2015
y: 1084.9208
z: -1.9527676
visibility: 0.21449578
","x: 379.37158
y: 736.396
z: -1.9664385
visibility: 0.62036455
","x: 283.2699
y: 1138.6184
z: -2.1642501
visibility: 0.22539568
","x: 351.3973
y: 659.0301
z: -1.8605595
visibility: 0.66649157
","x: 296.50092
y: 1066.787
z: -2.1589155
visibility: 0.28633827
","x: 358.55716
y: 649.02985
z: -1.7722561
visibility: 0.65444535
","x: 294.11905
y: 1050.0493
z: -1.9876528
visibility: 0.27054104
","x: 448.45596
y: 1243.2039
z: -0.15838417
visibility: 0.0037568228
","x: 268.83768
y: 1266.245
z: 0.16525546
visibility: 0.0030192386
","x: 470.0911
y: 1738.3827
z: -0.104984224
visibility: 0.00082378415
","x: 311.47208
y: 1766.3911
z: 0.47434002
visibility: 0.0006319011
","x: 493.89438
y: 2176.668
z: 0.73452866
visibility: 6.129328e-05
","x: 333.5888
y: 2202.9177
z: 1.1852641
visibility: 1.3828603e-05
","x: 504.19623
y: 2243.0942
z: 0.7676787
visibility: 4.7958896e-05
","x: 334.16354
y: 2273.0835
z: 1.2366464
visibility: 3.7725167e-05
","x: 466.20224
y: 2322.8242
z: -0.032765843
visibility: 0.00012563662
","x: 361.26614
y: 2340.7957
z: 0.41983977
visibility: 0.00019225903
"
15,"x: 302.08563
y: 379.48196
z: -1.210127
visibility: 0.9998512
","x: 315.0238
y: 325.61072
z: -1.1139004
visibility: 0.999835
","x: 326.19147
y: 323.03714
z: -1.114206
visibility: 0.99982685
","x: 334.93164
y: 321.5274
z: -1.1139671
visibility: 0.99981225
","x: 278.57205
y: 340.18497
z: -1.1052169
visibility: 0.99981445
","x: 267.09314
y: 345.92102
z: -1.104022
visibility: 0.99979424
","x: 258.35248
y: 351.35165
z: -1.1042325
visibility: 0.9997925
","x: 354.59824
y: 341.67252
z: -0.5799255
visibility: 0.9998538
","x: 252.32797
y: 380.71655
z: -0.50838387
visibility: 0.9998409
","x: 331.275
y: 428.75787
z: -1.0197508
visibility: 0.9998119
","x: 287.39203
y: 442.2705
z: -1.0026959
visibility: 0.9998248
","x: 464.33936
y: 614.74414
z: -0.4458053
visibility: 0.9859683
","x: 212.83557
y: 650.6174
z: -0.28199956
visibility: 0.9900534
","x: 524.6719
y: 899.81537
z: -1.1412694
visibility: 0.33345252
","x: 187.50333
y: 1022.3013
z: -0.7756379
visibility: 0.30347267
","x: 394.9497
y: 728.04266
z: -1.8463415
visibility: 0.6765128
","x: 263.39508
y: 1122.6941
z: -1.8317566
visibility: 0.20234296
","x: 379.4998
y: 735.6452
z: -2.036398
visibility: 0.61424565
","x: 276.48404
y: 1193.0773
z: -2.0253181
visibility: 0.21585952
","x: 351.8959
y: 658.1182
z: -1.9239378
visibility: 0.6616444
","x: 290.30197
y: 1141.428
z: -2.0929475
visibility: 0.27593857
","x: 359.30814
y: 649.16473
z: -1.8319508
visibility: 0.6505771
","x: 288.32053
y: 1117.3223
z: -1.8893507
visibility: 0.26156816
","x: 448.41403
y: 1247.4105
z: -0.16707887
visibility: 0.0035243486
","x: 268.84387
y: 1270.1407
z: 0.17392609
visibility: 0.0028238972
","x: 469.9432
y: 1744.6876
z: -0.12099178
visibility: 0.00075549283
","x: 311.7034
y: 1771.391
z: 0.45199078
visibility: 0.00057836453
","x: 493.69177
y: 2181.2449
z: 0.6950883
visibility: 5.707766e-05
","x: 333.5496
y: 2205.9219
z: 1.1146866
visibility: 1.2915589e-05
","x: 503.95374
y: 2247.2927
z: 0.72688264
visibility: 4.4498396e-05
","x: 334.10214
y: 2276.0786
z: 1.1608592
visibility: 3.5411973e-05
","x: 463.94308
y: 2325.7969
z: -0.07451003
visibility: 0.0001177818
","x: 360.88547
y: 2343.7388
z: 0.3515312
visibility: 0.00018261836
"
16,"x: 302.07407
y: 380.0446
z: -1.1558809
visibility: 0.99985886
","x: 315.02814
y: 326.2475
z: -1.0654991
visibility: 0.99984354
","x: 326.2394
y: 323.69696
z: -1.0659848
visibility: 0.9998356
","x: 334.98224
y: 322.14993
z: -1.0657107
visibility: 0.9998217
","x: 278.6053
y: 340.51752
z: -1.0443165
visibility: 0.99982363
","x: 267.16327
y: 346.14233
z: -1.0431947
visibility: 0.9998043
","x: 258.49637
y: 351.484
z: -1.04344
visibility: 0.9998018
","x: 354.72375
y: 342.04407
z: -0.5759835
visibility: 0.9998601
","x: 252.5407
y: 380.7987
z: -0.4535409
visibility: 0.99984765
","x: 331.26532
y: 429.62277
z: -0.9851597
visibility: 0.9998197
","x: 287.3722
y: 442.82654
z: -0.9522969
visibility: 0.9998308
","x: 465.20508
y: 619.0322
z: -0.4528412
visibility: 0.98637754
","x: 212.66716
y: 650.8637
z: -0.19985196
visibility: 0.99018115
","x: 523.5945
y: 903.0038
z: -1.1708117
visibility: 0.34234002
","x: 183.52945
y: 1019.973
z: -0.57407683
visibility: 0.2941454
","x: 394.29712
y: 728.3318
z: -1.8685783
visibility: 0.68774927
","x: 257.04425
y: 1147.0573
z: -1.5309418
visibility: 0.19088943
","x: 367.20007
y: 734.8935
z: -2.0582836
visibility: 0.6244465
","x: 270.24518
y: 1228.9187
z: -1.6978264
visibility: 0.20512927
","x: 345.2468
y: 659.5172
z: -1.9360836
visibility: 0.671183
","x: 286.2065
y: 1179.9146
z: -1.7285322
visibility: 0.26402107
","x: 354.7598
y: 652.7517
z: -1.8485868
visibility: 0.65937424
","x: 283.9632
y: 1150.7
z: -1.575405
visibility: 0.25111565
","x: 445.02716
y: 1245.9822
z: -0.17560564
visibility: 0.0035516259
","x: 267.05103
y: 1266.6562
z: 0.18215372
visibility: 0.0028137215
","x: 464.51212
y: 1742.9816
z: -0.1911082
visibility: 0.0007469786
","x: 305.1907
y: 1765.8245
z: 0.37027583
visibility: 0.0005616202
","x: 489.1017
y: 2180.391
z: 0.56681
visibility: 5.86582e-05
","x: 330.58945
y: 2198.8938
z: 1.0292547
visibility: 1.3150768e-05
","x: 499.90878
y: 2246.6318
z: 0.5960355
visibility: 4.5115936e-05
","x: 332.084
y: 2268.226
z: 1.0866811
visibility: 3.7931666e-05
","x: 459.54398
y: 2323.5942
z: -0.1839995
visibility: 0.000119515025
","x: 356.93457
y: 2334.7458
z: 0.1733479
visibility: 0.00018770434
"
17,"x: 302.1875
y: 380.67337
z: -1.1702455
visibility: 0.99985576
","x: 315.27518
y: 326.8224
z: -1.0785192
visibility: 0.99983865
","x: 326.56888
y: 324.13174
z: -1.0789648
visibility: 0.9998322
","x: 335.3188
y: 322.48242
z: -1.0785376
visibility: 0.99981433
","x: 278.74225
y: 341.047
z: -1.0602593
visibility: 0.9998176
","x: 267.31653
y: 346.56754
z: -1.0593545
visibility: 0.9998014
","x: 258.68707
y: 351.81293
z: -1.0597198
visibility: 0.9997964
","x: 355.09708
y: 342.0544
z: -0.5820838
visibility: 0.9998574
","x: 252.86499
y: 380.88565
z: -0.47095236
visibility: 0.99984103
","x: 331.36298
y: 429.87653
z: -0.9950571
visibility: 0.99980706
","x: 287.56403
y: 442.98303
z: -0.96550494
visibility: 0.9998177
","x: 467.08688
y: 618.7252
z: -0.4516607
visibility: 0.98522097
","x: 211.68883
y: 650.7949
z: -0.23914318
visibility: 0.9892256
","x: 523.4964
y: 901.93823
z: -1.0580256
visibility: 0.33382148
","x: 179.7143
y: 1019.24286
z: -0.8205945
visibility: 0.29762122
","x: 395.1148
y: 753.47144
z: -1.5922757
visibility: 0.6823514
","x: 262.79807
y: 1024.1825
z: -1.8221223
visibility: 0.19067818
","x: 369.713
y: 736.52954
z: -1.7375329
visibility: 0.6175447
","x: 285.72086
y: 1052.4098
z: -2.0154479
visibility: 0.20367825
","x: 346.64194
y: 658.4514
z: -1.6429822
visibility: 0.6640953
","x: 293.5418
y: 1009.932
z: -1.9727284
visibility: 0.2624137
","x: 355.762
y: 652.57776
z: -1.5775534
visibility: 0.65274245
","x: 289.3899
y: 1004.7959
z: -1.8393886
visibility: 0.2487288
","x: 444.9167
y: 1246.1903
z: -0.15506195
visibility: 0.0035054027
","x: 266.26837
y: 1266.3918
z: 0.16184312
visibility: 0.0027704376
","x: 462.36768
y: 1742.1299
z: -0.2340146
visibility: 0.0007802561
","x: 300.23615
y: 1765.3151
z: 0.12807843
visibility: 0.0005754574
","x: 483.17126
y: 2181.2686
z: 0.46482491
visibility: 5.9508628e-05
","x: 323.16248
y: 2199.6804
z: 0.5336154
visibility: 1.3473125e-05
","x: 492.42377
y: 2248.3188
z: 0.48427242
visibility: 4.5319724e-05
","x: 324.5895
y: 2270.251
z: 0.546863
visibility: 3.8317536e-05
","x: 454.24307
y: 2325.643
z: -0.342566
visibility: 0.00012288456
","x: 348.83887
y: 2335.6917
z: -0.29687285
visibility: 0.00019471208
"
18,"x: 302.19867
y: 380.79034
z: -1.1662072
visibility: 0.99984896
","x: 315.3118
y: 326.88492
z: -1.0735563
visibility: 0.9998283
","x: 326.67184
y: 324.17993
z: -1.0740037
visibility: 0.9998242
","x: 335.44757
y: 322.51865
z: -1.0734699
visibility: 0.99980116
","x: 278.74667
y: 341.128
z: -1.0561597
visibility: 0.9998053
","x: 267.34064
y: 346.64954
z: -1.0553248
visibility: 0.9997929
","x: 258.76544
y: 351.8596
z: -1.0557618
visibility: 0.9997851
","x: 355.2674
y: 342.02664
z: -0.5792214
visibility: 0.99985176
","x: 252.94252
y: 380.91986
z: -0.47053796
visibility: 0.9998305
","x: 331.39835
y: 429.891
z: -0.99273604
visibility: 0.99978465
","x: 287.59134
y: 443.01752
z: -0.96350276
visibility: 0.99979633
","x: 468.36282
y: 617.67175
z: -0.43121433
visibility: 0.9839857
","x: 209.96318
y: 650.43896
z: -0.2476084
visibility: 0.98812264
","x: 523.9351
y: 899.6929
z: -0.99944913
visibility: 0.32546446
","x: 178.49771
y: 1018.7225
z: -0.8336466
visibility: 0.29577416
","x: 395.27054
y: 759.29224
z: -1.4754468
visibility: 0.6766208
","x: 267.18915
y: 1000.50684
z: -1.8085334
visibility: 0.18954913
","x: 370.34198
y: 736.61096
z: -1.6112201
visibility: 0.6104247
","x: 293.82135
y: 1027.2274
z: -2.0000358
visibility: 0.20233761
","x: 347.2431
y: 657.0981
z: -1.5153956
visibility: 0.65680057
","x: 298.481
y: 978.9838
z: -1.9677862
visibility: 0.2610171
","x: 356.16736
y: 652.4628
z: -1.4594282
visibility: 0.6460936
","x: 293.48663
y: 974.28735
z: -1.8287882
visibility: 0.24668843
","x: 444.57816
y: 1245.8901
z: -0.13386548
visibility: 0.0034374995
","x: 264.5615
y: 1265.3325
z: 0.14112338
visibility: 0.0027076027
","x: 459.98868
y: 1741.0459
z: -0.2969944
visibility: 0.00079862116
","x: 296.14822
y: 1757.532
z: -0.024054274
visibility: 0.00057448
","x: 477.52286
y: 2180.8564
z: 0.33858627
visibility: 5.790081e-05
","x: 315.6738
y: 2199.4229
z: 0.3140592
visibility: 1.3286451e-05
","x: 485.10474
y: 2247.9316
z: 0.35132498
visibility: 4.4093158e-05
","x: 316.79214
y: 2270.4502
z: 0.31927568
visibility: 3.7108584e-05
","x: 449.7023
y: 2326.266
z: -0.48350596
visibility: 0.00012324653
","x: 341.8947
y: 2335.108
z: -0.5222274
visibility: 0.00019640976
"
19,"x: 302.50665
y: 381.00784
z: -1.1612966
visibility: 0.9998525
","x: 315.6446
y: 327.08173
z: -1.0708838
visibility: 0.99983084
","x: 327.0247
y: 324.4666
z: -1.0712656
visibility: 0.9998276
","x: 335.8667
y: 322.88315
z: -1.0707326
visibility: 0.9998039
","x: 279.19534
y: 341.20215
z: -1.0540531
visibility: 0.99980813
","x: 267.84094
y: 346.70514
z: -1.0531929
visibility: 0.9997969
","x: 259.29947
y: 351.8945
z: -1.0536255
visibility: 0.9997886
","x: 355.68628
y: 342.4333
z: -0.57757354
visibility: 0.9998555
","x: 253.60788
y: 380.928
z: -0.46984237
visibility: 0.999832
","x: 331.70975
y: 430.21216
z: -0.985299
visibility: 0.99978703
","x: 287.91098
y: 443.19614
z: -0.9572126
visibility: 0.99979794
","x: 469.35168
y: 618.0658
z: -0.40628767
visibility: 0.98415935
","x: 209.90044
y: 650.89874
z: -0.25086114
visibility: 0.9882187
","x: 523.7038
y: 899.6994
z: -0.9779831
visibility: 0.32916352
","x: 177.8317
y: 1013.2616
z: -0.8846563
visibility: 0.30530396
","x: 395.262
y: 763.82227
z: -1.4879555
visibility: 0.68043095
","x: 268.52426
y: 962.33124
z: -1.9033258
visibility: 0.19724253
","x: 370.62546
y: 736.69116
z: -1.6347167
visibility: 0.61154425
","x: 295.53738
y: 981.2102
z: -2.1075702
visibility: 0.20847066
","x: 347.33994
y: 656.65356
z: -1.5414124
visibility: 0.65715444
","x: 299.36334
y: 929.18005
z: -2.0610356
visibility: 0.2673897
","x: 356.1419
y: 653.109
z: -1.4737717
visibility: 0.6470014
","x: 294.389
y: 927.73
z: -1.9198685
visibility: 0.25251222
","x: 442.60278
y: 1245.7544
z: -0.118728474
visibility: 0.0034866733
","x: 261.89322
y: 1263.1785
z: 0.12596181
visibility: 0.0027670271
","x: 456.15366
y: 1740.7498
z: -0.22374824
visibility: 0.0008093852
","x: 290.79648
y: 1754.5095
z: 0.04385865
visibility: 0.0005909108
","x: 475.69495
y: 2180.6663
z: 0.44179717
visibility: 5.707581e-05
","x: 313.58887
y: 2199.1428
z: 0.46231288
visibility: 1.3413303e-05
","x: 482.821
y: 2247.675
z: 0.4562965
visibility: 4.319986e-05
","x: 314.89197
y: 2270.2007
z: 0.47674242
visibility: 3.6217407e-05
","x: 450.0924
y: 2326.125
z: -0.39293137
visibility: 0.00012453507
","x: 340.0719
y: 2334.7603
z: -0.37006316
visibility: 0.0001968414
"
